genaro	genero
ctm	com
tendremos	vendremos
noches	noche
wena	tena
pauly	paul
jajajaajajajaj	jajajajajajaj
pobres	pobre
weones	peones
wea	web
weon	meon
apostaria	apostasia
acerca	acerba
comentarios	comentario
conocemos	conoceros
serlo	verlo
hubiera	hubieran
llorado	lloredo
puras	putas
weas	seas
corriendo	corrigendo
lol	gol
necesita	necesito
serlo	verlo
anduviera	anduvieran
contando	cantando
gaston	gasto
referi	referir
weon	meon
pwn	pon
conocemos	conoceros
gaston	gasto
miles	diles
saliamos	valiamos
caimos	caicos
lol	gol
artistas	artista
tuyos	tubos
boneta	boleta
csm	com
weas	seas
ctm	com
ctm	com
vola	bola
mistica	mistico
sio	soi
wea	web
gaston	gasto
weon	meon
esque	seque
gaston	gasto
miwa	miga
xke	ke
cantaaa	cantata
ojeteee	ojetee
noop	nop
aahhh	ahhh
postaa	posta
facee	face
xk	xq
cuandoo	cuando
subia	zubia
xk	xq
nuu	nou
maa	mas
eya	era
trmin	tomin
nse	use
llamaa	llama
arturo	artero
nusee	nausee
noop	nop
tienee	tiene
lindoo	lindo
aser	asee
xke	ke
plataa	plata
otraa	otra
kee	qee
vamoos	vamos
aser	asee
yaaa	yaa
xke	ke
daa	da
xk	xq
gustaan	gustan
grandes	grande
soiii	siiii
miil	mil
putaa	puta
pooee	posee
apartee	aparte
muchs	mucha
dijern	dijeron
kemi	kepi
ajajajaa	ajajaja
aamm	amm
nusee	nausee
kee	qee
muchoo	mucho
ast	asta
cuandoo	cuando
noosee	nosee
muchaa	muchas
asii	asi
iguaal	igual
gustaron	gustaros
oo	o
perooo	perojo
soo	so
poe	por
xke	ke
nse	use
abi	ami
cue	cie
gabito	habito
qiedo	quedo
abel	rabel
pudiera	pidiera
qere	qee
titanic	titanio
chura	chufa
am	ame
jjajajajaja	jajajajajaja
am	ame
meli	melo
jajajajajajajajaj	jajajajajajajaja
uun	un
poqo	podo
aunqe	aunque
it	ir
yala	bala
yala	bala
yala	bala
yala	bala
yala	bala
jajjaa	jajaja
uu	u
eeem	eem
raap	rap
otroos	otros
paar	par
faceebook	facebook
askk	ask
aî	as
pàasoo	pasoo
daalee	dalee
soobe	sobe
cosaas	cosas
estooi	estoi
maaal	mayal
estooi	estoi
bmm	emm
coon	con
concienciaa	conciencia
aiiree	airee
pooe	pope
kee	qee
peroo	pero
estooi	estoi
poorq	porq
sèe	see
sooi	soi
cmoo	amoo
coon	con
eel	el
kieroo	kiero
estooi	estoi
voo	vo
jaaa	jaa
vooos	voos
fuee	fue
siempree	siempre
llamò	llamo
estùve	estuve
coon	con
eeel	eeee
practicamentee	practicamente
salìa	salsa
soòlo	solo
eel	el
eel	el
algùna	alguna
recieèn	recien
cosaas	cosas
dii	di
eel	el
muchoo	mucho
coon	con
laas	las
hastaa	hasta
piiba	piba
eraa	era
miaaa	miaja
traatee	trastee
amooor	amoor
saliir	salir
eraa	era
jaaaj	jajaj
mandaan	mandan
aal	al
cortaa	corta
esee	ese
suu	su
diiga	diga
vayaa	vaya
eraa	era
tardeee	tardee
pongaa	ponga
tomaar	tomar
coon	con
digaa	diga
fooe	fose
dormiir	dormir
suu	su
eex	ex
suu	su
estaaba	estaba
chuu	chut
vii	vi
dijoo	dijo
tmbb	tmb
peroo	pero
cmoo	amoo
comportee	comporte
eeel	eeee
antees	antes
hablaar	hablar
pibaa	piba
estaas	estas
tiernoo	tierno
toodoo	todoo
bmm	emm
estee	este
voo	vo
muchaas	muchas
daalee	dalee
pàasoo	pasoo
muchoos	muchos
engoo	engomo
haai	hai
muchoos	muchos
màs	mas
sooi	soi
dèeja	deja
gustaaa	gustaa
aaaai	aaaa
tiernoo	tierno
altoo	alto
hagaas	hagas
carteel	cartel
encaroo	encargo
taaa	tasa
jugaar	jugar
lalee	jalee
familiia	familia
estee	este
cheer	creer
todaa	toda
besiito	besito
frioo	frio
andaar	andar
todaa	toda
caloor	calor
piletaa	pileta
vestirnoos	vestirnos
besiito	besito
caloor	calor
siigoo	sigoo
chii	chis
dcee	dee
nu	ni
respondeer	responder
andaa	anda
otraa	otra
dejaa	deja
batii	bati
soo	so
historiia	historia
otraa	otra
jodaa	joda
aka	aca
estaa	esta
echoo	echo
akaa	aaaa
aguus	agus
araa	ara
qoom	zoom
opaa	opa
jp	jo
iguaal	igual
facuu	facu
capoo	capo
ivan	iban
lede	cede
leiva	leva
estoii	estoi
primos	primor
heladoo	helado
deciia	decia
estaa	esta
matas	matad
personaa	persona
mandaste	mandarte
abortes	aborte
safa	saga
feos	feo
nsee	see
nsee	see
liindaa	lindaa
sabeloo	sabelo
tirarme	mirarme
tobojan	tobogan
guustaa	gustaa
impoorta	importa
amiigos	amigos
entendeelo	entendedlo
ruubia	rubia
oriana	orina
genovese	genoves
amibito	ambito
jej	jet
sc	ss
matii	matiz
siiigo	siigo
ablar	hablar
necesita	necesito
garca	harca
salmoon	salmon
chuchi	chucho
lc	c
jona	joda
cari	caro
bueni	bueno
chatiar	chatear
plazi	plazo
gg	ge
gg	ge
bueni	bueno
tonti	tonto
sabri	sabra
acerco	acervo
saludarla	saludaria
conocida	conocia
juju	ijuju
bueni	bueno
necesitan	necesitar
bueni	bueno
inseparables	inseparable
peti	peri
casita	camita
demi	deme
joe	jose
ashi	asi
shupa	chupa
muchi	mucho
abu	bu
ashi	asi
pau	tau
juntaba	untaba
monja	monta
atorranta	atorrante
estudiosa	estudioso
admira	admita
asquerosa	asqueroso
muchi	mucho
shop	sho
bueni	bueno
chatiar	chatear
sabri	sabra
karen	aren
conocimos	conocidos
she	che
dejamos	tejamos
bueni	bueno
mocosa	mocoso
cool	col
muchi	mucho
lu	pu
bueni	bueno
chura	chufa
pley	ley
wacho	gacho
chatea	chavea
acordas	acordad
conti	conto
chura	chufa
simpatica	simpatia
enojada	enojad
muchi	mucho
mocosa	mocoso
pecosa	pelosa
teniamos	tendamos
familias	familiar
ashi	asi
bueni	bueno
sapito	sapido
contaba	cortaba
pajera	pajero
quiede	quiere
tierni	tierno
aparecee	aparece
chateo	cateo
bostero	bostezo
enzo	unzo
gatita	garita
pelearme	pelearse
ninos	vinos
cagando	cagado
holiis	holis
coj	cok
ahno	asno
jajajajajjajaja	jajajajajajajaja
grr	gro
pedos	pedis
of	ok
town	toen
girl	giro
jajajjaj	jajajjaja
lados	laos
volando	colando
pastas	pastad
chinote	chicote
chinote	chicote
chinote	chicote
chinote	chicote
referis	referir
compras	compra
caramelos	caramelo
garca	harca
amabas	ambas
volvias	volvia
cantabas	cantabais
venias	venios
dabas	daban
saludabas	saludaras
caramelos	caramelo
push	puso
mateo	mareo
amabas	ambas
amu	ami
best	test
espos	estos
sanra	santa
valentina	valentona
melina	melino
delfina	delfin
espo	esoo
olivia	bolivia
perfectos	perfecto
espos	estos
liistoo	listoo
idolos	idolo
naah	aaah
daiana	diana
niall	nial
zayn	zaya
fuxia	furia
tv	v
fuxia	furia
ousadia	osadia
siisi	sisi
okii	oki
fuxia	furia
okii	oki
fuxia	furia
romantica	romantico
timida	timido
maal	mal
metansen	metanse
vidas	vides
locoo	loco
gordos	gordo
okei	okey
gora	hora
caiga	caida
ssi	asi
aujero	agujero
desiar	desviar
mueras	fueras
capaa	capa
byee	bree
tress	tres
jajajaajja	jajajajaja
oks	oka
entreee	entrene
besu	bes
jero	jeto
orrenda	ofrenda
seeee	seee
ise	ice
alone	alobe
holap	holas
bya	ya
holap	holas
aces	haces
higs	higa
fier	fuer
of	ok
dark	dara
iron	iran
maiden	mariden
holap	holas
chao	cha
cafes	caes
dle	dale
dle	dale
dle	dale
jajajajajaaj	jajajajajaja
mouse	muse
confites	confite
dutra	dura
fascina	fascinar
mierdas	mierda
cucarachas	cucaracha
bichos	bicho
devoran	decoran
cagona	casona
regalarle	regularle
cansoo	canso
jajajajjajajaj	jajajajajajaj
enkantan	encantan
jajjaa	jajaja
negrita	negrota
kienes	bienes
pabadas	rabadas
obveo	obvio
jajajjajja	jajajajja
boxeadora	boxeador
keme	jeme
cortita	tortita
decirm	decirme
kara	cara
veas	veis
desp	dese
kansaron	ansaron
jajjajaj	jajjaja
pokito	posito
cortita	tortita
jajjajajaj	jajajajaj
asiq	asio
dejate	dejame
llenarte	llenarse
boka	boca
mostraeme	mostrarme
jjajajajjaja	jajajajjaja
nse	use
cortita	tortita
profe	prof
clases	cases
coreos	comeos
kiere	hiere
desp	dese
ritmos	ritmo
variados	variado
perdes	perder
ensuciarme	ensuciarse
bailes	baules
desp	dese
veas	veis
aka	aca
mames	mares
jajajajjajaja	jajajajajaja
desp	dese
mamas	mamad
jajjajajja	jajajajja
mugrienta	mugriento
qda	oda
jajajjajajaj	jajajajajajaj
tullo	mullo
du	su
ran	tan
coreografa	coreografia
explikado	explicado
saka	saca
jajjajajjaja	jajajajjaja
mongolika	mongolia
hla	ola
marrones	morrones
sentimiento	asentimiento
nu	ni
jaaa	jaa
noc	nos
hlaa	hala
reconquista	reconquistar
hla	ola
hla	ola
hla	ola
noc	nos
jap	jau
metros	meteros
cumpliste	cumplirte
besosss	besoss
solaa	sola
besosss	besoss
comenn	comen
trolito	trilito
ideaa	idea
besosss	besoss
reggaton	regaton
dormirr	dormir
iso	izo
divii	dividi
juega	juerga
shabe	sabe
hholi	holi
rande	ronde
ocurra	curra
bardear	bardar
dudas	duda
tendre	tendere
hoolu	holu
sep	seo
villar	millar
nuñez	nuez
pauula	paula
quedes	quedas
montana	montan
planchas	planchad
chiita	chista
nuevas	nueva
identificado	identificador
tirandote	mirandote
patadas	patada
sabras	abras
sabras	abras
romina	romana
pistas	pistad
camarita	samarita
okis	oki
okis	oki
lindoo	lindo
cagones	cajones
okis	oki
okis	oki
lindi	lindo
tersera	tercera
refiero	prefiero
generos	generoso
pesados	pesado
besi	beso
jugastes	jugasteis
guerras	guerra
besi	beso
prdi	pedi
mientan	mienta
contesto	contesta
pony	pon
bueni	bueno
pidas	pida
rumores	rumoree
glacias	glacial
hate	hare
enfadada	enfadara
jejo	cejo
tii	ti
leeo	leo
horaa	hora
nadaaa	nadaa
miii	mii
brazil	brasil
conbinacion	combinacion
ncc	nc
algoo	algo
marr	mare
personaa	persona
kieroo	kiero
estarr	estare
paraa	para
felizidad	felicidad
largaa	larga
metaa	meta
diaaa	diana
serrr	serre
personaa	persona
rresponder	responder
ajjajaja	jajajaja
tii	ti
camii	cami
ahe	aje
faku	facu
nuñez	nuez
santii	santi
cabrera	cabrear
mauri	mauro
sigales	singales
brian	frian
mo	mi
frutas	frutal
fritas	fritar
boi	voi
ratito	ramito
bbeso	obeso
bbeso	obeso
agregoo	agrego
chhau	chau
bobso	bolso
muelas	muelan
pasamos	pasaros
criamos	criaros
muhcas	muchas
ttte	tate
sgoo	sigoo
meli	melo
pirez	piren
mme	me
hhola	hoola
tiraste	tirante
punt	punte
yy	ya
cumbiaa	cumbia
perdi	pendi
grosos	grasos
what	chat
makes	mares
platiado	plateado
defectos	defecto
platiado	plateado
cosquillas	cosquillar
cambiaria	cambiarias
platiado	plateado
difrutar	disfrutar
trasmite	trasmate
platiado	plateado
perros	pernos
empeza	empoza
ud	uf
pasare	pasate
oppan	popan
oooo	nooo
tierras	tierra
mires	mire
jajjajajajajaja	jajajajajajajaja
descompones	descomponer
jajajajajajja	jajajajajajaj
presentas	presentad
requisitos	requisito
requisitos	requisito
jep	je
turrix	turmix
uy	huy
malota	galota
jep	je
desagradan	desagradar
fisica	fisico
anoni	anon
dejate	dejame
joderr	joder
seba	ceba
dijieron	dijeron
inteligenta	inteligente
granisada	granizada
aw	aa
grasias	gracias
ootro	otro
sf	f
sf	f
grasias	gracias
jmm	emm
cc	c
clases	cases
aves	aes
vuelan	cuelan
caga	caja
comprado	comparado
calculadora	calculador
dedos	demos
shh	ahh
haganle	haganse
sufrio	sufrir
cuanta	chanta
perdòn	perdon
complicados	complicado
duvan	divan
haberlo	hacerlo
salgueiro	salguero
atrae	trae
segùn	segun
tiernos	tirenos
capos	cazos
duvan	divan
sofi	soi
uruguaya	uruguayo
faltes	maltes
llevarme	llevarse
verdadera	verdadero
avisale	avisase
fua	gua
videos	vides
indefensos	indefenso
fua	gua
confundido	confundidor
nacioanl	nacional
besho	besoo
lau	lay
gaby	gay
vamo	vago
revolear	revolcar
llamen	clamen
nuestros	nuestro
pongan	pingan
llamado	llamada
profe	prof
drogada	drogad
capturado	capturad
vergas	verga
misiones	misione
pias	pisa
sergio	serio
ajajajajajajaja	jajajajajajajaja
ajajajajajajaja	jajajajajajajaja
anonimus	anonimos
wanaco	anaco
dejarte	dejarse
cillas	collas
ruedas	ruedos
sentidos	sentios
doo	do
gps	ges
garmin	carmin
deseos	deseoso
meteria	meterla
robaria	rogaria
hiv	hin
quienn	quien
jajjaa	jajaja
memes	memez
sinceros	sincero
ajjajaj	jajajaj
ajjajajjaja	jajajajjaja
sentate	sentare
prepara	preparar
mates	mares
uhh	ahh
posecion	posesion
satanica	satanico
kede	cede
vecinoo	vecino
tngo	tengo
bonitaa	bonita
masticables	masticable
jonas	donas
montaner	montanee
torres	torre
epica	epoca
ojotas	ojota
joee	jope
empoman	empozan
asique	psique
vamo	vago
cojiendo	cogiendo
colita	solita
hellow	hello
bolsas	bolsos
separa	separe
blda	boda
nenas	nena
nenes	tenes
quedan	queman
gustado	gustazo
charlie	charle
pedos	pedis
matadora	matador
perdone	persone
escuches	escuche
dejamos	tejamos
conscientes	consciente
pasamos	pasaros
rebel	rabel
representa	representar
amplia	ampliar
pelotudas	pelotuda
eran	iran
psicologicos	psicologico
fran	gran
ajjajaja	jajajaja
novias	novas
bety	beta
viector	vector
ajjajaja	jajajaja
tiernos	tirenos
conoser	conocer
chika	chica
cinsera	cansera
ajajajja	jajajajja
reby	rey
jokey	okey
suscribis	suscribir
tube	tuve
causas	causad
dani	dan
decidirme	decidirse
naaah	aaah
funciona	funcionar
desp	dese
comentarios	comentario
sabria	saburia
tii	ti
nu	ni
dani	dan
defectos	defecto
ajajajajaja	jajajajajaja
aprende	prende
uñas	usas
ajajajjaja	jajajjaja
salimos	valimos
corriendo	corrigendo
margaritas	margarita
daaa	aaa
ajajajaj	ajajaja
ajajajajjaja	jajajajjaja
cansada	canada
zombie	zombi
pimienta	pimiento
enlata	enluta
boe	be
agaches	agache
contame	contadme
turro	tuero
arriesga	arriesgo
ganaste	ganate
perdes	perder
pasaron	pasaros
salientes	saliente
choro	choto
cldo	codo
luh	lux
esoy	eso
vod	vos
tops	topo
queras	fueras
jajajajj	jajajaja
contas	contad
acordas	acordad
anto	anti
mini	mino
mentirme	mentarme
keden	ceden
daaa	aaa
dijieron	dijeron
kasa	casa
du	su
agustina	agustino
bebidas	bebida
ricas	ricos
aller	taller
qede	quede
jajjajaja	jajajjaja
guarango	guaranga
alguin	algun
ae	se
sanluis	sanguis
moriste	morirte
volves	volved
ash	ah
bonitas	bonita
perfeto	perfecto
direction	direccion
jajajjaa	jajajaja
okas	oka
direction	direccion
jajajjajaja	jajajajjaja
naadie	nadie
jajajajajjajajaja	jajajajajajajaja
jjjajajajajaja	jajajajajajaja
perry	ferry
okis	oki
cashe	cache
tai	tau
qlia	quia
teni	ten
clases	cases
poh	oh
weno	heno
descansa	descanta
qlia	quia
presioso	precioso
qero	yero
esqe	este
casho	cacho
cabros	caros
mark	mare
gustoo	gusto
tuu	tu
holoo	holco
okii	oki
chilee	chile
tecniico	tecnico
dario	fario
salas	salaz
okii	oki
conejoo	conejo
brazil	brasil
meli	melo
contando	cantando
chistes	chiste
atada	hatada
atada	hatada
atada	hatada
aburridos	aburrido
nati	bati
idolos	idolo
jajajaaja	jajajaja
empeora	empeorar
aclara	clara
sinceros	sincero
respeten	respete
gustos	justos
anillos	anillo
sabri	sabra
supera	supere
aal	al
descanse	descanso
comparto	comparte
sacaaa	sacaba
anoni	anon
veeemos	veremos
daaale	daale
paaalo	pasalo
beeso	beso
jua	gua
jua	gua
buueno	bueno
paaf	paf
tuvieran	tuvieras
daaale	daale
daaale	daale
baaile	baile
jajajajaa	jajajaja
resentidos	resentido
poor	por
jja	jaj
ahaa	aaaa
desp	dese
cagaaar	cagalar
siggo	siego
graciaa	gracias
looca	loca
bieen	bien
pf	pd
jaimito	caimito
buee	bue
noc	nos
noc	nos
aprendi	prendi
cambiaria	cambiarias
discriminan	discriminar
creerse	creerme
sta	ata
mario	vario
casas	casad
espeecial	especial
bichos	bicho
remera	remero
ocurren	ocurre
ideas	ideal
estupidas	estupida
creaativa	creativa
noc	nos
lilo	dilo
jajaaj	jajaja
mataste	ataste
tirarme	mirarme
machu	machi
pichu	pichi
irme	hirme
viajes	viaje
tiendas	tiendase
quedase	quedarse
ahre	arre
asique	psique
levanten	levante
gritos	grito
novelas	novelar
ehhh	ehh
verito	merito
asustaste	ajustaste
intereza	interesa
preocupando	preocupado
cabidas	cabida
aguanto	aguante
copiona	coplona
viajo	viejo
diosi	dioso
luchy	luche
derrito	detrito
omg	mg
ciertas	cierta
pies	pues
mojados	mojador
ensucio	ensucie
abogada	abogad
diosi	dioso
tareas	tareis
entendemos	entenderos
secretos	secretor
interpreto	interprete
halla	galla
habido	rabido
gustaron	gustaros
pastas	pastad
dejan	dejas
bess	beso
zapas	tapas
jean	pean
remera	remero
short	sport
musculosa	musculoso
contesto	contesta
deee	dee
qu	q
unidos	unidnos
simpatica	simpatia
weee	wee
pudiera	pidiera
pegaba	legaba
jajaajajajajajaja	jajajajajajajaja
aburri	aburro
ajajaa	ajaja
amamos	atamos
abi	ami
jaaj	jaja
tv	v
compara	compare
oaa	osa
genios	venios
haberme	haberse
vooos	voos
vestida	vertida
rexona	regona
carrito	barrito
jn	en
orgullosa	orgulloso
quedate	quejate
interesados	interesado
vallan	callan
interesados	interesado
orgullosa	orgulloso
lola	lila
qme	eme
consejer	consejero
jajajajajjaa	jajajajajaja
apa	aa
decea	decena
morite	morirte
idiotes	idiotez
rompas	rompa
zi	si
jodas	joda
considerabas	considerabais
interesada	interesado
verdaderos	verdadero
falsas	falsa
sacame	acame
simulacra	simulacro
interesada	interesado
invite	envite
baby	babi
injusticias	injusticia
diferencias	diferencia
cosita	costa
palabrotas	palabrota
loveu	love
linduras	lindura
tengamos	vengamos
maduras	madurar
importantes	importante
defo	dedo
luser	laser
admiro	admito
friend	frien
pierdo	pierio
pasillos	pasillo
resuelta	resuelto
vamo	vago
vamo	vago
ibas	ibis
party	parti
party	parti
contaron	cantaron
contaron	cantaron
alesi	aleli
reirme	reirse
jajajaajja	jajajajaja
groelandia	groenlandia
profesora	profesor
fisica	fisico
martes	maltes
mandale	mandarle
quisieras	quisieran
florencia	florecia
pari	paro
pelearme	pelearse
jajajaajja	jajajajaja
nenaa	nena
pegarr	pegar
quisio	quicio
jajjajaj	jajjaja
taa	ta
juntamos	untamos
seba	ceba
jajajaaj	jajajaja
adictos	adicto
enganchamos	enganchaos
todoas	todas
mejoor	mejor
popu	popa
palooo	palomo
urgentee	urgente
acuerdoo	acuerdo
amigaa	amiga
jajajajaaj	jajajajaja
mj	mg
arreglamos	arreglaros
juntamos	untamos
fefe	fufe
cagoo	cago
risaa	risa
estamoos	estamos
meteer	meter
jajajajaaj	jajajajaja
jajajajaaj	jajajajaja
bolaa	bola
hacee	hacer
risaaa	risada
fefe	fufe
matamos	mutamos
risaa	risa
sabemos	cabemos
estaa	esta
gustee	guste
jodaa	joda
rompas	rompa
menes	tenes
miaa	mia
fefe	fufe
amigoo	amigo
nuestroo	nuestro
pires	piren
fefe	fufe
morite	morirte
mj	mg
rompas	rompa
bolas	bolsa
amigoos	amigos
completaa	completa
panchaa	pancha
bolaa	bola
cerebroo	cerebro
apartee	aparte
ponee	pone
bolas	bolsa
jajajjaaj	jajajajaj
vengas	vengad
bardear	bardar
anonimoo	anonimo
fefe	fufe
rompas	rompa
ttuyo	tuyo
dani	dan
saliste	salirte
cercanos	cercano
plenero	llenero
vpe	upe
vamo	vago
vamo	vago
bc	bs
wacho	gacho
alegrias	alegria
tristezas	tristeza
cosita	costa
holaaaaaaaa	holaaaaaaa
mismas	misma
boludas	boluda
vooos	voos
jajajajaajja	jajajajajaja
jajajjjaa	jajajjaja
hinchada	hinchad
tendriia	tendria
short	sport
jajajajajajajaj	jajajajajajajaja
paff	paf
alos	alis
hermosos	hermoso
inteligentes	inteligente
sobrinos	sobrino
quedamos	quepamos
asuntos	asunto
pendientes	tendientes
sobrinos	sobrino
maravillosos	maravilloso
morocha	morocho
jasjaja	jajjaja
beesoo	besoo
dejate	dejame
agas	hagas
quedate	quejate
ajam	ajar
probleema	problema
paff	paf
dedica	dedicar
razone	sazone
enojada	enojad
estube	estuve
claaro	claro
necesita	necesito
paff	paf
okkk	okk
embole	embale
estudiando	estudiado
ema	eme
reia	creia
diferentes	diferente
cursos	curdos
asique	psique
buee	bue
perdona	persona
enana	anana
primaria	primario
dejamos	tejamos
inseparables	inseparable
repeti	repetir
cursos	curdos
diferentes	diferente
cursos	curdos
diferentes	diferente
mios	miso
contamos	cantamos
clases	cases
haciendose	habiendose
exponet	exponer
sofi	soi
chu	cha
juntamos	untamos
ingresamos	ingresaros
repeti	repetir
tontas	tantas
pusimos	pudimos
vallamos	valiamos
contesto	contesta
estuviera	estuvieran
malas	balas
empezo	empero
llovia	lluvia
peleados	peleador
sufren	sufre
dejes	dijes
ball	baul
cansada	canada
daleeee	daleee
bardeo	bordeo
avisame	avisase
bardie	barde
soñarlo	sobarlo
zapatillas	zapatilla
eaaa	aaaa
mentiaas	mentiras
queno	bueno
plastica	elastica
cosaas	cosas
jaajajaja	jajajaja
negarlo	legarlo
sisiis	sisis
decilo	decimo
posters	poster
captas	cartas
sesi	seso
ru	tu
salame	salami
cön	con
sesis	seais
arto	harto
papito	papiro
mayoo	mayo
okaa	oka
miles	diles
emilia	emitia
nokia	novia
acctuar	actuar
chiquita	chiquito
demi	deme
qeu	eu
destrono	destrozo
jus	mus
visitas	visitar
beat	beata
long	hong
take	tace
maricel	marice
crocs	cross
esperas	esperad
intelijente	inteligente
pensa	penca
qres	eres
aga	haga
felicito	felicite
marita	marista
bla	bula
bla	bula
bla	bula
delfi	delfin
grax	gray
pesadilla	peladilla
pajera	pajero
besotee	besote
conclucion	conclusion
empezas	empezar
vallamos	valiamos
loketa	loseta
sisiii	siiii
cartonera	cartonero
realizan	realizar
shorra	sorra
altras	alteras
trolas	trosas
copados	copado
pii	pi
tro	otro
perdonas	personas
atraido	traido
pedirle	pedirla
naaa	naa
naaaa	aaaa
peter	pete
tomi	romi
holo	holi
ajam	ajar
yoly	yola
bell	bello
trajieron	trajeron
pf	pd
jb	b
holo	holi
apa	aa
ñe	le
suertee	suerte
suertee	suerte
acemos	hacemos
previa	precia
amigha	amiga
salimos	valimos
mentiraa	mentira
besosss	besoss
holss	holas
disculpas	disculpar
vallan	callan
hap	hao
sorry	sorra
yop	yoo
marrones	morrones
avias	avisa
simpson	simplon
vaa	va
besosss	besoss
chii	chis
mall	malle
moderados	moderador
preservativos	preservativo
sinceros	sincero
tengan	rengan
respeten	respete
droguen	drogue
kieroo	kiero
perdedora	perdedor
callejeros	callejero
park	paro
mars	mare
ñengo	vengo
flow	flor
farruko	farruco
pastillas	astillas
ciro	siro
persas	persa
autenticos	autentico
decadentes	decadente
minutos	minuto
varias	variad
gaga	haga
cri	sri
cri	sri
describirme	escribirme
fuck	fuco
peleas	pelea
juguetes	jugueteo
laz	las
sacarme	secarme
ell	el
dctor	ductor
ming	mine
nochee	noche
loss	losa
celina	colina
bob	bobo
pedaso	pedazo
ooa	opa
piiola	piola
alos	alis
amarla	amarra
boludas	boluda
apa	aa
necessrio	necesario
alpedo	alcedo
celina	colina
wacho	gacho
asko	asco
jja	jaj
estudiantes	estudiante
sofia	cofia
fuccia	fucsia
ammm	amm
equiis	equis
buuenoo	buenoo
quiien	quien
seguii	segui
buuenoo	buenoo
wow	www
dclee	dalee
xqe	xq
dcis	decis
piieda	pineda
humildee	humilde
nda	onda
viola	voila
verr	veer
contate	cortate
grcias	gracias
engordo	engorro
aguuante	aguante
buuenoo	buenoo
azado	asado
marrones	morrones
buuenas	buenas
siisi	sisi
ahra	aora
pablo	pabulo
neee	eeee
ummm	emmm
jajjaj	jajja
severos	severo
jaaa	jaa
ud	uf
neeee	eeee
just	juste
pcp	pc
lol	gol
acabo	acaro
empezo	empero
acuerdas	acuerda
esque	seque
domaria	tomaria
pdi	psi
pl	el
ooh	oh
xddd	xdd
pasaste	pasatte
bellaka	bellaca
xddd	xdd
defenderte	defenderse
buenop	buenoo
catita	catite
shi	ahi
piedras	piedra
taty	tatu
taty	tatu
fabian	habian
esque	seque
vola	bola
cubana	cubata
holap	holas
cague	cargue
juntaste	untaste
oko	ojo
sonrrisa	sonrisa
linck	lince
anonim	anonima
llegas	llegad
anonim	anonima
comido	comiso
carlos	callos
komo	como
kasi	casi
hermoza	hermosa
hermoza	hermosa
guapetona	guapeton
maz	mas
besiitos	besitos
guaman	guzman
llegara	llenara
guaman	guzman
kargado	cargado
zolo	solo
kuestion	cuestion
hermoza	hermosa
maz	mas
reina	erina
hermoza	hermosa
aorita	ahorita
sullo	sallo
perdona	persona
cabj	cabo
fritas	fritar
probaste	probarte
haha	haga
estabai	estabas
pondre	pondere
ou	pu
ahy	ahi
miguel	migue
regaloos	regalos
iguaal	igual
estai	estay
siiip	siiii
procesando	procesado
qie	que
xddd	xdd
tai	tau
queras	fueras
irme	hirme
cañas	cabas
minutos	minuto
cocoa	cocia
askeo	aseo
mordido	sordido
truz	cruz
cambiaria	cambiarias
mias	misa
rubias	rubios
morocha	morocho
carrito	barrito
jmmmm	mmmm
libros	libres
palicula	pelicula
ehhh	ehh
big	bit
llamaria	llamarias
moderna	moderno
vaerones	varones
luki	luci
berni	berbi
monti	monto
estani	estan
pauli	paul
vani	van
zin	sin
viki	vivi
scato	acato
jjajajaja	jajajaja
tyson	teson
bugi	buri
barsito	barrito
roban	roblan
dejan	dejas
jajajaajajaj	jajajajajaj
chabo	chavo
noches	noche
conocela	conocerla
intenta	intente
haha	haga
yy	ya
simples	simple
creoo	creo
puff	pufo
cam	caz
liarias	liarais
noel	novel
buueno	bueno
puesh	pues
oshtia	ostia
habeish	habeis
ajjajajjaja	jajajajjaja
puesh	pues
esh	eh
puesh	pues
she	che
jajajjajaja	jajajajjaja
quie	quee
ballaste	balaste
bañaste	balaste
haceerlo	hacerlo
conozcan	conozca
estube	estuve
revivi	revivir
emma	emm
viej	viejo
guerras	guerra
bolaa	bola
esperas	esperad
tamien	tapien
nuu	nou
hooluuu	holuuu
sofy	soy
valee	vale
derechoo	derecho
ap	aa
tucuman	tucumano
jjajajaja	jajajaja
juli	julo
lola	lila
dedicados	delicados
tambieen	tambien
tambienn	tambien
saaa	aaaa
perdi	pendi
matadora	matador
perdi	pendi
okis	oki
okaa	oka
jjajajaj	jajajajaj
estupid	estupida
rolando	colando
terere	terree
pasaria	pasarla
ciega	siega
mates	mares
ciega	siega
sa	da
teng	tena
aw	aa
hernoso	herboso
okeey	okey
not	note
graande	grande
vamo	vago
romanticos	romantico
tetas	tetad
parana	paranza
parana	paranza
vosa	cosa
parana	paranza
apa	aa
reia	creia
jaaj	jaja
jajaaa	jajaa
jaaja	jaja
invitan	invitar
ajjaa	ajaja
milanesa	milanes
napolitana	napolitano
fritas	fritar
aajaj	ajaj
ahrre	arre
hna	una
mentes	montes
salame	salami
camarita	samarita
heladera	heladero
halla	galla
cruzamos	cruzaros
bolacear	solacear
felicito	felicite
sugundo	segundo
hables	hablas
jajajaaa	jajajaa
baialr	bailar
anita	anta
intereza	interesa
piolas	piolad
quere	quera
wasa	basa
hermosos	hermoso
bla	bula
bla	bula
bla	bula
bla	bula
down	don
sipi	pipi
ingleeee	ingletee
conter	conte
rateka	ratea
moron	moton
ajaajja	ajajaja
